,Name,Category,Number of Followers,Account created Date,Number of Likes,TwitterHandle,Content,RetweetCount,Location
0,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,62341,https://twitter.com/theweeknd,let’s keep them coming. XO https://t.co/ftYg9YNKBK,7020,"Toronto, Ontario"
1,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,19986,https://twitter.com/theweeknd,you’re not wrong. must have been subconscious. https://t.co/WAXXaaW7aC,1372,"Toronto, Ontario"
2,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,43717,https://twitter.com/theweeknd,ya’ll really turned this into a GIF 🤣 https://t.co/TRCUIT9Seh,4947,"Toronto, Ontario"
3,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,16885,https://twitter.com/theweeknd,i went full method ! https://t.co/AvJBsz8GCf,1346,"Toronto, Ontario"
4,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,12969,https://twitter.com/theweeknd,‼️‼️‼️‼️‼️ https://t.co/6uYWWJuqSI,1051,"Toronto, Ontario"
5,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,36952,https://twitter.com/theweeknd,my vegas inspo https://t.co/vsdSdwWfS9,2888,"Toronto, Ontario"
6,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,43148,https://twitter.com/theweeknd,editing as we speak 🎥,3867,"Toronto, Ontario"
7,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,79865,https://twitter.com/theweeknd,so happy this GIF exists https://t.co/OUgWN4R7h7,12233,"Toronto, Ontario"
8,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,26842,https://twitter.com/theweeknd,honestly everyone should watch that episode. Season 8 ep 23 (Homer’s Enemy) Great life lesson.,2381,"Toronto, Ontario"
9,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,22288,https://twitter.com/theweeknd,i kind of felt sorry for frank grimes. but then I found myself rooting for homer. he was just a better person in the end.,1801,"Toronto, Ontario"
10,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,68629,https://twitter.com/theweeknd,of course I am eventually https://t.co/53Bs75JJ0A,8412,"Toronto, Ontario"
11,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,148039,https://twitter.com/theweeknd,"i’m offended you’d ask me that question, but probably https://t.co/H9wXXleCoG",23712,"Toronto, Ontario"
12,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,22569,https://twitter.com/theweeknd,Frank Grimes was an incredible Simpsons character.,1962,"Toronto, Ontario"
13,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,67420,https://twitter.com/theweeknd,holy moly,11535,"Toronto, Ontario"
14,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,22495,https://twitter.com/theweeknd,which one gets you speeding?,3847,"Toronto, Ontario"
15,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,938,https://twitter.com/theweeknd,@Revital75530808 Definitely a highlight,82,"Toronto, Ontario"
16,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,19667,https://twitter.com/theweeknd,this article is insane! Thank you so much @papermagazine https://t.co/33kUc3sSLh,2218,"Toronto, Ontario"
17,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,179059,https://twitter.com/theweeknd,always bet on yourself. XO,57583,"Toronto, Ontario"
18,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,18863,https://twitter.com/theweeknd,this is the full video. found it on youtube. 💜💜💜 : https://t.co/h00o6dzDiK,2445,"Toronto, Ontario"
19,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,104162,https://twitter.com/theweeknd,you can turn me on with just a touch https://t.co/GfhyKq3qeN,24967,"Toronto, Ontario"
20,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,32987,https://twitter.com/theweeknd,😂 https://t.co/lEoNS14Fq1,4191,"Toronto, Ontario"
21,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,145520,https://twitter.com/theweeknd,XO. happy holidays!,32828,"Toronto, Ontario"
22,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,164108,https://twitter.com/theweeknd,decade of XO. || 2010-2020. praying for another 10 years 🙏🏾 https://t.co/W5gq55pmcs,48860,"Toronto, Ontario"
23,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,117943,https://twitter.com/theweeknd,BLINDING LIGHTS 🤩,18610,"Toronto, Ontario"
24,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,122182,https://twitter.com/theweeknd,hold my frog.,22146,"Toronto, Ontario"
25,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,48887,https://twitter.com/theweeknd,good times ! spend christmas in the diamond district. @AdamSandler @uncutgems https://t.co/v7cKqd2cKr,6285,"Toronto, Ontario"
26,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,82586,https://twitter.com/theweeknd,👍🏾👍🏾👍🏾👍🏾 https://t.co/CwWRB6nJRT,9307,"Toronto, Ontario"
27,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,66348,https://twitter.com/theweeknd,in howie we trust https://t.co/LX4mE3zXDp,6316,"Toronto, Ontario"
28,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,73612,https://twitter.com/theweeknd,UNCUT GEMS IN THEATRES CHRISTMAS!!! IN HOWIE WE TRUST! https://t.co/vuFN3c7O1t,8566,"Toronto, Ontario"
29,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,355820,https://twitter.com/theweeknd,rip JUICE WRLD 💔,49408,"Toronto, Ontario"
30,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,76125,https://twitter.com/theweeknd,i wanna hear it. https://t.co/YbiEmlMWDZ,14999,"Toronto, Ontario"
31,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,18621,https://twitter.com/theweeknd,blinding lights @colbertlateshow . https://t.co/l297OTTVpg,3031,"Toronto, Ontario"
32,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,25390,https://twitter.com/theweeknd,"one more round. blinding lights. @colbertlateshow 
11:35 est/10:35 cst on CBS https://t.co/WEA8hNobU0",3102,"Toronto, Ontario"
33,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,24324,https://twitter.com/theweeknd,thank you @colbertlateshow for letting me do this:  https://t.co/NKKmaQTX2Q https://t.co/lGiR8c7NLL,3364,"Toronto, Ontario"
34,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,152493,https://twitter.com/theweeknd,xo realest fans. hands down.,29244,"Toronto, Ontario"
35,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,13569,https://twitter.com/theweeknd,JOIN NOW: https://t.co/3P10m8C7LH https://t.co/LI61L7KTeF,1519,"Toronto, Ontario"
36,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,66998,https://twitter.com/theweeknd,i thought my wifi was trash,7294,"Toronto, Ontario"
37,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,67354,https://twitter.com/theweeknd,"800,000 people tried to go on the page in like 5 seconds y’all crashed it",5564,"Toronto, Ontario"
38,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,41482,https://twitter.com/theweeknd,🎥 : https://t.co/12Ua89lkp7 https://t.co/YMcT5A5Ym2,9093,"Toronto, Ontario"
39,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,30484,https://twitter.com/theweeknd,HAND SIGNED LIMITED EDITION https://t.co/BZwmkPRi5u https://t.co/LgsSaiubXX,3085,"Toronto, Ontario"
40,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,17197,https://twitter.com/theweeknd,LIMITED TIME 🐸 https://t.co/BZwmkPRi5u https://t.co/fpD3ErtZVm,1803,"Toronto, Ontario"
41,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,60869,https://twitter.com/theweeknd,love you Sandman @AdamSandler https://t.co/R1rllz3McV,6818,"Toronto, Ontario"
42,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,56028,https://twitter.com/theweeknd,VIDEO OUT !!!! https://t.co/12Ua89lkp7 https://t.co/CSo5g32TFI,10885,"Toronto, Ontario"
43,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,19527,https://twitter.com/theweeknd,JOIN THE CHAOS NOW @youtube @youtubemusic https://t.co/12Ua89lkp7,3245,"Toronto, Ontario"
44,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,16675,https://twitter.com/theweeknd,24hrs https://t.co/BZwmkPRi5u https://t.co/fFTsRa7TC0,1954,"Toronto, Ontario"
45,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,77622,https://twitter.com/theweeknd,heartless official video dropping today. STAY TUNED !!!! https://t.co/4gVATDCARP,16063,"Toronto, Ontario"
46,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,47442,https://twitter.com/theweeknd,"LYRIC VIDEO LETS GO 
https://t.co/FwSKOPul39 https://t.co/smjmoq7r4A",10833,"Toronto, Ontario"
47,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,47747,https://twitter.com/theweeknd,need that full version https://t.co/FFc7PeUNQf,5034,"Toronto, Ontario"
48,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,43156,https://twitter.com/theweeknd,https://t.co/BZwmkQ8SX2 https://t.co/5pH7xscPRH,7400,"Toronto, Ontario"
49,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,32731,https://twitter.com/theweeknd,https://t.co/BZwmkPRi5u https://t.co/rxo0ni5Nkg,4270,"Toronto, Ontario"
50,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,193994,https://twitter.com/theweeknd,i feel you bro https://t.co/TS6JbTqcDF,45830,"Toronto, Ontario"
51,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,179410,https://twitter.com/theweeknd,siri never lies 💋 https://t.co/11PzXjYl2z,28314,"Toronto, Ontario"
52,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,76945,https://twitter.com/theweeknd,🔥🔥🔥🔥🔥 https://t.co/cYiwh4qEXo,11288,"Toronto, Ontario"
53,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,262893,https://twitter.com/theweeknd,new universe. https://t.co/HuTc8ZYywW,62571,"Toronto, Ontario"
54,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,163550,https://twitter.com/theweeknd,we’re creating a beautiful new universe. haven’t been this excited in a very long time.,27903,"Toronto, Ontario"
55,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,161277,https://twitter.com/theweeknd,i have the best fans. XO til the death. https://t.co/5ixG0suByk,28135,"Toronto, Ontario"
56,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,34732,https://twitter.com/theweeknd,https://t.co/BZwmkQ8SX2 https://t.co/bIaYGdktz7,4455,"Toronto, Ontario"
57,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,101259,https://twitter.com/theweeknd,"LET’S GO BLINDING LIGHTS OUT NOW 
https://t.co/ItT0JUOJlr https://t.co/cAqd3WCdjM",28455,"Toronto, Ontario"
58,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,57592,https://twitter.com/theweeknd,couple hours for full song. https://t.co/ihLWETmXCI,9766,"Toronto, Ontario"
59,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,90540,https://twitter.com/theweeknd,tonight. https://t.co/WjaIT5LoPd,18536,"Toronto, Ontario"
60,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,246980,https://twitter.com/theweeknd,oh yah... and more new music tonight (in HQ😉) https://t.co/FYNlAQNd4T,60350,"Toronto, Ontario"
61,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,44013,https://twitter.com/theweeknd,excited about this collab. creative directing the all-new EQC campaign. stay tuned tonight 🎥⚡#EnjoyElectric #MercedesBenz #EQC #XO #TheWeeknd https://t.co/W1fD4ufEPW,6516,"Toronto, Ontario"
62,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,303053,https://twitter.com/theweeknd,🤩 https://t.co/jTvUMz1ko7,58707,"Toronto, Ontario"
63,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,163334,https://twitter.com/theweeknd,LET’S GO HEARTLESS OUT NOW https://t.co/KthR5N6zY7,58162,"Toronto, Ontario"
64,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,288541,https://twitter.com/theweeknd,TONIGHT WE START A BRAIN MELTING PSYCHOTIC CHAPTER LET’S GOOOO https://t.co/khg7QSY02V,79734,"Toronto, Ontario"
65,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,241554,https://twitter.com/theweeknd,the fall begins tomorrow. https://t.co/eJMh8loIyY,66984,"Toronto, Ontario"
66,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,140102,https://twitter.com/theweeknd,when is fall actually over? just curious...,21761,"Toronto, Ontario"
67,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,159856,https://twitter.com/theweeknd,this photo’s special https://t.co/qqiuSi0V8k,22103,"Toronto, Ontario"
68,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,17348,https://twitter.com/theweeknd,😅 https://t.co/KdbqsAfc8d,1390,"Toronto, Ontario"
69,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,122983,https://twitter.com/theweeknd,good enough https://t.co/qe2E1rjQNx,13285,"Toronto, Ontario"
70,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,159852,https://twitter.com/theweeknd,the clown won’t come off 💔 https://t.co/MHXe8XJr9g,17940,"Toronto, Ontario"
71,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,137261,https://twitter.com/theweeknd,“have you ever danced with the devil in the pale moonlight?” https://t.co/3Ed8Kg58Ip,21005,"Toronto, Ontario"
72,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,136429,https://twitter.com/theweeknd,Jack Napier https://t.co/AFVhLCRfdv,20047,"Toronto, Ontario"
73,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,274488,https://twitter.com/theweeknd,🤡🤡🤡🤡🤡🤡🤡 https://t.co/NSnh0piAEQ,51592,"Toronto, Ontario"
74,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,15280,https://twitter.com/theweeknd,. @kerwinfrost hosts the halloween edition of Memento Mori on @applemusic’s @beats1 tomorrow at 5pm PT/8pm ET. 🎃 👻 🎃 https://t.co/uTMFLzjKKz,2323,"Toronto, Ontario"
75,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,16137,https://twitter.com/theweeknd,🎷🎷🎷 https://t.co/htKewcMgQX,1606,"Toronto, Ontario"
76,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,58670,https://twitter.com/theweeknd,i’m glad this is how you see me Hajime lol 🙏🏾 https://t.co/kcEYTJeRiC,6209,"Toronto, Ontario"
77,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,139466,https://twitter.com/theweeknd,"house no longer empty, got a centerpiece.",25107,"Toronto, Ontario"
78,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,165410,https://twitter.com/theweeknd,my baby arrived 💛💛💛 https://t.co/lHzZwphFbO,18280,"Toronto, Ontario"
79,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,23068,https://twitter.com/theweeknd,🙏🏾 🇪🇹 https://t.co/0Xy4ALw8zW,2183,"Toronto, Ontario"
80,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,161204,https://twitter.com/theweeknd,fighting insomnia https://t.co/QI4i4NmJYa,30089,"Toronto, Ontario"
81,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,91246,https://twitter.com/theweeknd,just listening back for notes.,15850,"Toronto, Ontario"
82,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,116616,https://twitter.com/theweeknd,who’s gonna drive you home tonight?,24607,"Toronto, Ontario"
83,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,157161,https://twitter.com/theweeknd,what took you so long? i thought you knew the way.,45933,"Toronto, Ontario"
84,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,29954,https://twitter.com/theweeknd,Uncut Gems Trailer 💎 LET’S GO ! couldn’t have asked for a better film to debut some acting ! @JOSH_BENNY @AdamSandler @A24 https://t.co/Jg1YVYm5WH,6820,"Toronto, Ontario"
85,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,31613,https://twitter.com/theweeknd,trailer drops Tuesday 9.24... proud of these boys @JOSH_BENNY https://t.co/aLmuOByNTs,5335,"Toronto, Ontario"
86,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,126527,https://twitter.com/theweeknd,lakeith in the cut https://t.co/LXLMsdjzAb,15778,"Toronto, Ontario"
87,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,286663,https://twitter.com/theweeknd,el fin de semana👨🏽‍🔬,90725,"Toronto, Ontario"
88,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,124416,https://twitter.com/theweeknd,🖤 https://t.co/4tYjJA4Vb4,16081,"Toronto, Ontario"
89,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,41057,https://twitter.com/theweeknd,toronto SHINING right now https://t.co/07B2v7yJoC,3354,"Toronto, Ontario"
90,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,90556,https://twitter.com/theweeknd,https://t.co/qAGVMypR2f,15842,"Toronto, Ontario"
91,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,132905,https://twitter.com/theweeknd,testing https://t.co/oesFvmIffu,19646,"Toronto, Ontario"
92,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,429632,https://twitter.com/theweeknd,album mode full effect https://t.co/ywnD18kF29,115414,"Toronto, Ontario"
93,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,267447,https://twitter.com/theweeknd,https://t.co/m1nGRYHEDs,45810,"Toronto, Ontario"
94,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,161356,https://twitter.com/theweeknd,XO https://t.co/YqUsTq5QzA,38008,"Toronto, Ontario"
95,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,17116,https://twitter.com/theweeknd,💎💎 UNCUT GEMS @TIFF_NET @JOSH_BENNY @AdamSandler https://t.co/RuCZnDFwmh,2015,"Toronto, Ontario"
96,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,158794,https://twitter.com/theweeknd,"became a diamond selling artist today. i’m nothing without my team. thank you , XO. 💎",25130,"Toronto, Ontario"
97,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,45163,https://twitter.com/theweeknd,A Cappella while you wait...  https://t.co/Gdwu6T4WJT,12910,"Toronto, Ontario"
98,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,26289,https://twitter.com/theweeknd,“6 inch” back on streaming services @Beyonce 🍋 https://t.co/NcOxWFSaAN,5627,"Toronto, Ontario"
99,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,70945,https://twitter.com/theweeknd,💀 https://t.co/n7aTvNAAiS,14426,"Toronto, Ontario"
100,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,5291,https://twitter.com/theweeknd,@WashedJohn_ Same... I’m about to listen to the whole trilogy for the first time in like 7 years,1444,"Toronto, Ontario"
101,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,16237,https://twitter.com/theweeknd,https://t.co/WdaAwhbBQE LETS FUCKING GOOOO !!!!!!!! #XO #TORONTO @beatsbynav https://t.co/S6uYYlU35V,3608,"Toronto, Ontario"
102,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,54440,https://twitter.com/theweeknd,might not leave here.,10292,"Toronto, Ontario"
103,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,43093,https://twitter.com/theweeknd,"while Chapter 6 is getting cooked, I executive produced my brother @beatsbynav new album BAD HABITS dropping Friday. XO vibes for the town... https://t.co/GQulyUBfT3",10279,"Toronto, Ontario"
104,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,39193,https://twitter.com/theweeknd,Memento Mori radio tomorrow 💀🖤🎂 https://t.co/xsXHzq5tI0,10264,"Toronto, Ontario"
105,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,89977,https://twitter.com/theweeknd,i miss the earth so much...,16231,"Toronto, Ontario"
106,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,79201,https://twitter.com/theweeknd,a little taste while you wait https://t.co/JUnzpipPE7,13230,"Toronto, Ontario"
107,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,7687,https://twitter.com/theweeknd,a big thank you to my good friend Es Devlin for speaking at @HXOUSE last night in Toronto. We all learned a lot of from you https://t.co/9bPVuzFz18,621,"Toronto, Ontario"
108,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,110745,https://twitter.com/theweeknd,muse https://t.co/pcxbpqr326,18335,"Toronto, Ontario"
109,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,66642,https://twitter.com/theweeknd,https://t.co/9Hpl1sTViM,11935,"Toronto, Ontario"
110,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,13016,https://twitter.com/theweeknd,💀 https://t.co/RVvuqKurCj,3138,"Toronto, Ontario"
111,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,44423,https://twitter.com/theweeknd,https://t.co/lArkfYhQ3o,6782,"Toronto, Ontario"
112,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,127113,https://twitter.com/theweeknd,no more daytime music,28567,"Toronto, Ontario"
113,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,43121,https://twitter.com/theweeknd,https://t.co/psuGObbPxG,4746,"Toronto, Ontario"
114,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,28182,https://twitter.com/theweeknd,Lost in the Fire music video  https://t.co/RVvuqKurCj,10333,"Toronto, Ontario"
115,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,69033,https://twitter.com/theweeknd,lost in the 🔥🕛 midnight https://t.co/0wjXh4xDeO,15509,"Toronto, Ontario"
116,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,21738,https://twitter.com/theweeknd,"Memento Mori Radio Show 

NYC - Midnight 
LA    - 9pm
5am - London https://t.co/pDWCwupkCv",4114,"Toronto, Ontario"
117,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,17152,https://twitter.com/theweeknd,Memento Mori returns tomorrow late night @Beats1 https://t.co/FpXpAmEM47,2832,"Toronto, Ontario"
118,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,61874,https://twitter.com/theweeknd,with the lights on https://t.co/O0b8bhrEBN,9642,"Toronto, Ontario"
119,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,94224,https://twitter.com/theweeknd,???? https://t.co/aluoSXpLNu,14401,"Toronto, Ontario"
120,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,72419,https://twitter.com/theweeknd,... https://t.co/hablD2jxyR,11780,"Toronto, Ontario"
121,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,88924,https://twitter.com/theweeknd,https://t.co/LTQuugvChM,26579,"Toronto, Ontario"
122,The Weeknd,Artist,15287976,2011-02-21 07:45:45+00:00,5151,https://twitter.com/theweeknd,. @88GLAMXO my favorite group going on tour check them out : https://t.co/l8sJNAf6gx https://t.co/zJIRRRyw0z,553,"Toronto, Ontario"
123,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,1331,https://twitter.com/michaelb4jordan,S/O to my mom for working with Sprinkles to turn the family rum cake into cupcakes for the holidays. Part of proceeds go to @LupusLA. #ThePowerofArt https://t.co/XedLsnXVb5,79,Los Angeles 
124,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,1339,https://twitter.com/michaelb4jordan,It really means a lot that you guys love this movie! From Bryan Stevenson &amp; everyone involved in making this film we THANK YOU!! 🙌🏾✨✨ https://t.co/afjp0k9GJX,105,Los Angeles 
125,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,455,https://twitter.com/michaelb4jordan,🌊✔️ 🎥: @leovolcy https://t.co/h7liI1tjws,43,Los Angeles 
126,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,2114,https://twitter.com/michaelb4jordan,🙌🏾🙌🏾🙌🏾 https://t.co/S8qVLU4IHe,118,Los Angeles 
127,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,673,https://twitter.com/michaelb4jordan,"-Whoa @ Berlin, Germany https://t.co/dTiN0swMlb",68,Los Angeles 
128,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,1939,https://twitter.com/michaelb4jordan,✊🏾 https://t.co/EJYwHVbQbJ,181,Los Angeles 
129,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,2409,https://twitter.com/michaelb4jordan,"Get ready. #DavidMakesMan is TONIGHT at 10|9c on @OWNTV
🙌🏾🙌🏾🙌🏾 https://t.co/CFZWDcq87j",374,Los Angeles 
130,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,17249,https://twitter.com/michaelb4jordan,I don’t know how y’all dug up that music video I did when I was on “parenthood” 😂😂😂 but since y’all want a music video I got y’all LOL @SteeloBrim @leovolcy https://t.co/bKVuOuBwLB,2753,Los Angeles 
131,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,38905,https://twitter.com/michaelb4jordan,#BlackBoyJoy 😂😂 @steelobrim https://t.co/h9UgcVeI75,7176,Los Angeles 
132,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,957,https://twitter.com/michaelb4jordan,"Had very REAL &amp; Much needed conversations w/ @SteeloBrim &amp; @chrisreinacher on their “Wine &amp; Weed” Podcast 

https://t.co/kAU1OdEzl7",123,Los Angeles 
133,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,3015,https://twitter.com/michaelb4jordan,"You guys, we did it! I’m so excited to share #TeamMBJ won Honey Nut @Cheerios Good Rewards and $100K for Feeding America! Blessed to have you all on my team. 🙌🏾🙌🏾#ItsBuzzcoinTime #ad https://t.co/If3PkDhj22",255,Los Angeles 
134,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,1178,https://twitter.com/michaelb4jordan,Representing for the 99-00s 🙌🏾 (Millennium Tour squad) What should the name of our group be? 🤔😂 https://t.co/qrfFcVsFry,81,Los Angeles 
135,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,3452,https://twitter.com/michaelb4jordan,Nip the outpour of love that surrounded your celebration of life today is just a reflection of the impact you had not only on LA but the whole world bruh. Believe me we gonna miss you.… https://t.co/C0w7TWMbb9,276,Los Angeles 
136,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,83259,https://twitter.com/michaelb4jordan,Is there any more room on the Millennium Tour? 😂😂😂 https://t.co/eehWagn67p,17613,Los Angeles 
137,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,6432,https://twitter.com/michaelb4jordan,"Just spoke to you, always kept it 1000. Always was real. You’re a 🐐 Rest up young KING. RIP Nipsey https://t.co/LWmIS3DJq0",664,Los Angeles 
138,Michael B. Jordan,Artist,1349429,2009-04-07 07:08:47+00:00,1643,https://twitter.com/michaelb4jordan,"One fish, Two fish, Red fish, Who fish? Ya boy 😂😂🙌🏾🙌🏾 #TBT https://t.co/XDdijpQ6gl",131,Los Angeles 
